nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8,X9,XT,IP Sem 1,IP Sem 2,Predikat Semester 1,Predikat Semester 2
4180063344,L,Reguler,SMAS TARUNA JAYA SAMPIT,Kab Kotawaringin Timur,Kalimantan Tengah,TEKNIK SIPIL ,AKUNTANSI,61,84.5,Tidak Lulus,Tidak Lulus,10.7,10.6,1,0,10.6,10.6,10.6,10.6,7.5,72,,,,
4180063377,P,Bidik Misi,SMAN 1 NAGRAK,Kab Sukabumi,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN BIOLOGI,145,87.24,Tidak Lulus,Tidak Lulus,11.1,10.9,1,0,10.9,10.9,10.9,10.9,7.5,74.1,,,,
4180063569,L,Bidik Misi,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,MANAJEMEN,EKONOMI SYARIAH,114,88.43,MANAJEMEN,pil_1,11.1,11.1,1,0,11.1,11.1,11.1,11.1,10,77.4,3.57,3.43,,
4180063755,P,Bidik Misi,SMKS MUHAMMADIYAH TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,102,81.99,Tidak Lulus,Tidak Lulus,11.1,10.2,1,0,10.2,10.2,10.2,10.2,11.3,74.6,,,,
4180064057,P,Reguler,SMAN 1 CIAWI BOGOR,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,195,81.95,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,7.5,70.1,,,,
4180343115,P,Reguler,MAN CIAWIGEBANG,Kab Kuningan,Jawa Barat,AGROTEKNOLOGI,PENDIDIKAN BIOLOGI,113,83.98,AGROTEKNOLOGI,pil_1,10.5,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.5,3.55,3.24,,
4180064449,P,Reguler,SMAN 2 SUMEDANG,Kab Sumedang,Jawa Barat,AKUNTANSI,MANAJEMEN,37,82.94,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,7.5,70.7,,,,
4180064820,P,Bidik Misi,SMAN 2 KABUPATEN TANGERANG,Kab Tangerang,Banten,MANAJEMEN,AKUNTANSI,201,79.67,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,7.5,68.3,,,,
4180064858,P,Reguler,MAN AWIPARI,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BIOLOGI,AKUNTANSI,136,85.3,PENDIDIKAN BIOLOGI,pil_1,10.9,10.7,1,0,10.7,10.7,10.7,10.7,11.3,76.4,2.76,3.1,,
4180065129,P,Reguler,SMAN 1 CIAMIS,Kab Ciamis,Jawa Barat,AKUNTANSI,MANAJEMEN,124,88.67,AKUNTANSI,pil_1,11.3,11.1,1,0,11.1,11.1,11.1,11.1,10,77.7,3.62,3.25,,
4180373505,L,Reguler,SMAN 11 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,415,83.18,AGROTEKNOLOGI,pil_1,10.5,10.4,1,0,10.4,10.4,10.4,10.4,9.4,72.9,3.55,3.62,,
4180065503,P,Reguler,SMAN 1 SINGAPARNA,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,EKONOMI PEMBANGUNAN,143,87.35,PENDIDIKAN EKONOMI,pil_1,11.1,10.9,1,0,10.9,10.9,10.9,10.9,10.6,77.3,3.81,3.6,,
4180066500,L,Reguler,SMAN 1 LEMAHABANG,Kab Cirebon,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,206,84.6,Tidak Lulus,Tidak Lulus,10.7,10.6,1.1,0,10.6,10.6,10.6,10.6,7.5,72.1,,,,
4180066972,P,Reguler,MAN CILEDUG KAB CIREBON,Kota Cirebon,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Tidak Memilih,39,80.39,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,7.5,68.9,,,,
4180066986,L,Reguler,MAS AL FADLLIYAH,Kab Tasikmalaya,Jawa Barat,ILMU POLITIK,MANAJEMEN,58,80.85,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,10.6,72.4,,,,
4180067332,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,PENDIDIKAN LUAR SEKOLAH,187,82.26,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.1,,,,
4180067496,P,Reguler,SMKN 1 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,AKUNTANSI,160,81.17,Tidak Lulus,Tidak Lulus,10.4,10.1,1,0,10.1,10.1,10.1,10.1,9.4,71.5,,,,
4180067546,P,Reguler,SMKN RAJAPOLAH,Kab Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,EKONOMI PEMBANGUNAN,138,79.93,Tidak Lulus,Tidak Lulus,10.4,10,1,0,10,10,10,10,10.6,72,,,,
4180067562,P,Bidik Misi,SMKS MUHAMMADIYAH TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,102,82.95,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,11.3,74.5,,,,
4180067628,P,Bidik Misi,SMAN 1 TARAJU,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,KESEHATAN MASYARAKAT,66,83.72,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,10.6,74.6,,,,
4180067687,P,Bidik Misi,SMAN 1 TARAJU,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,124,89.33,Tidak Lulus,Tidak Lulus,11.2,11.2,1,0,11.2,11.2,11.2,11.2,10.6,78.7,,,,
4180067773,P,Reguler,SMAN 1 BANJAR,Kota Banjar,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,220,82.24,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3,10,72.8,,,,
4180378092,P,Reguler,SMKS NURUL HUDA PANUMBANGAN,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,66,88.34,AGROTEKNOLOGI,pil_1,10.5,11,1,0,11,11,11,11,10,76.7,,,,
4180068042,P,Reguler,SMAN 1 CIAWI,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,KESEHATAN MASYARAKAT,236,87.45,EKONOMI SYARIAH,pil_1,11.1,10.9,1,0,10.9,10.9,10.9,10.9,10.6,77.4,3.62,3.71,,
4180068153,L,Reguler,SMKN BANTARKALONG,Kab Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,35,82.33,Tidak Lulus,Tidak Lulus,11.1,10.3,1,0,10.3,10.3,10.3,10.3,10.6,74.2,,,,
4180380859,P,Reguler,MAN BANTAR KALONG,Kab Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,EKONOMI SYARIAH,46,89.63,AGROTEKNOLOGI,pil_1,11.2,11.2,1,0,11.2,11.2,11.2,11.2,10.6,78.8,3,2.95,,
4180068513,P,Reguler,SMKS AYUDA HUSADA,Kota Tangerang,Banten,KESEHATAN MASYARAKAT,PENDIDIKAN MATEMATIKA,11,78.3,Tidak Lulus,Tidak Lulus,10.4,9.8,1,0,9.8,9.8,9.8,9.8,7.5,67.8,,,,
4180068581,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,156,84.15,Tidak Lulus,Tidak Lulus,10.4,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75.2,,,,
4180068735,L,Reguler,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK ELEKTRO ,36,83.11,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,10,73.3,,,,
4180068845,L,Reguler,SMKN 1 CIJULANG,Kab Ciamis,Jawa Barat,ILMU POLITIK,MANAJEMEN,96,82.84,Tidak Lulus,Tidak Lulus,10.4,10.4,1.1,0,10.4,10.4,10.4,10.4,10,73.2,,,,
4180069224,P,Reguler,SMKS KESEHATAN SENTRA MEDIKA,Kab Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,38,79.62,Tidak Lulus,Tidak Lulus,10.4,10,1,0,10,10,10,10,7.5,68.6,,,,
4180069350,L,Bidik Misi,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,TEKNIK SIPIL ,160,82.63,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,10.6,73.8,,,,
4180069442,P,Reguler,SMAN 1 BANJAR,Kota Banjar,Jawa Barat,GIZI,AGROTEKNOLOGI ,220,81.64,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,10,72.4,,,,
4180069923,P,Reguler,SMAN 23 GARUT,Kab Garut,Jawa Barat,TEKNIK INFORMATIKA,GIZI,31,78.98,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9,9.4,69.7,,,,
4180069927,P,Bidik Misi,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,AGRIBISNIS ,254,84.06,Tidak Lulus,Tidak Lulus,10.6,10.5,1.1,0,10.5,10.5,10.5,10.5,10.6,77.5,,,,
4180070076,P,Reguler,SMAN 1 SILIMAKUTA,Kab Simalungun,Sumatera Utara,AGRIBISNIS ,KESEHATAN MASYARAKAT,167,80.73,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,68.1,,,,
4180390078,P,Reguler,SMAS TAMAN HARAPAN 2,Kota Bekasi,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,72,86.56,AGROTEKNOLOGI,pil_1,11,10.8,1.1,0,10.8,10.8,10.8,10.8,6.3,72.4,3,2.86,,
4180399121,L,Reguler,SMKN SPP ASAHAN,Kab Asahan,Sumatera Utara,AGROTEKNOLOGI,AGRIBISNIS,79,85.8,AGROTEKNOLOGI,pil_1,10.5,10.7,1.1,0,10.7,10.7,10.7,10.7,7.5,72.7,2.5,3.19,,
4180070314,P,Reguler,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BIOLOGI,AGRIBISNIS ,254,78.59,Tidak Lulus,Tidak Lulus,10,9.8,1,0,9.8,9.8,9.8,9.8,10.6,70.7,,,,
4180070542,P,Reguler,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,200,81.17,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.5,,,,
4180070678,P,Reguler,SMAS PGRI CIRANJANG,Kab Cianjur,Jawa Barat,PENDIDIKAN MATEMATIKA,AKUNTANSI,49,87.22,Tidak Lulus,Tidak Lulus,11,10.9,1,0,10.9,10.9,10.9,10.9,7.5,74,,,,
4180070825,P,Reguler,SMKN 1 CIAMIS,Kab Ciamis,Jawa Barat,AKUNTANSI,PENDIDIKAN MATEMATIKA,153,92.34,AKUNTANSI,pil_1,11,11.5,1,0,11.5,11.5,11.5,11.5,10,79.7,3.9,3.83,,
4180070882,P,Bidik Misi,SMAN 1 CISAAT,Kab Sukabumi,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,PENDIDIKAN SEJARAH,34,88.29,Tidak Lulus,Tidak Lulus,11.2,11,1,0,11,11,11,11,7.5,74.9,,,,
4180070899,P,Bidik Misi,SMKN RAJAPOLAH,Kab Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,148,86.49,Tidak Lulus,Tidak Lulus,11.2,10.8,1,0,10.8,10.8,10.8,10.8,10.6,76.9,,,,
4180070987,P,Reguler,MAN CIPASUNG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,160,83.21,PENDIDIKAN EKONOMI,pil_1,10.6,10.4,1,0,10.4,10.4,10.4,10.4,10.6,74.2,3.33,3.75,,
4180071055,P,Reguler,SMKN 1 CIJULANG,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,MANAJEMEN,96,81.2,Tidak Lulus,Tidak Lulus,10.6,10.1,1,0,10.1,10.1,10.1,10.1,10,72.3,,,,
4180071263,P,Reguler,SMAN 1 CIAWI,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,MANAJEMEN,172,86.83,PENDIDIKAN EKONOMI,pil_1,11,10.9,1,0,10.9,10.9,10.9,10.9,10.6,76.9,3,3.3,,
4180408771,P,Reguler,SMAS TARUNA TERPADU,Kab Bogor,Jawa Barat,AGROTEKNOLOGI,AGRIBISNIS,184,85.26,AGROTEKNOLOGI,pil_1,10.6,10.7,1,0,10.7,10.7,10.7,10.7,7.5,72.4,2.65,2.67,,
4180446113,P,Reguler,SMAN 10 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI,KESEHATAN MASYARAKAT,106,83.5,AGROTEKNOLOGI,pil_1,10.5,10.4,1,0,10.4,10.4,10.4,10.4,11.3,75,0,NULL,,
4180071884,P,Reguler,MAN PALABUHANRATU KAB SUKABUMI,Kab Sukabumi,Jawa Barat,PENDIDIKAN BIOLOGI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,76,81.16,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.5,,,,
4180071974,P,Reguler,SMAS AR RISSALAH,Kab Ciamis,Jawa Barat,PENDIDIKAN LUAR SEKOLAH,Tidak Memilih,21,85.07,PENDIDIKAN LUAR SEKOLAH,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6,10,74.9,0,NULL,,
4180072171,L,Bidik Misi,SMAN 1 CIKATOMAS,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,TEKNIK INFORMATIKA,163,79.15,Tidak Lulus,Tidak Lulus,9.9,9.9,1,0,9.9,9.9,9.9,9.9,10.6,71,,,,
4180072679,P,Reguler,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,MANAJEMEN,Tidak Memilih,138,84.25,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5,10,74.3,,,,
4180072917,L,Reguler,MAS AL-AMIN,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,AGROTEKNOLOGI ,68,82.47,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180073109,P,Bidik Misi,SMKN 1 GARUT,Kab Garut,Jawa Barat,MANAJEMEN,PENDIDIKAN EKONOMI,63,82.73,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,9.4,72.5,,,,
4180446399,P,Reguler,SMAS TAMAN HARAPAN 2,Kota Bekasi,Jawa Barat,AGROTEKNOLOGI,Tidak Memilih,72,85.81,AGROTEKNOLOGI,pil_1,10.9,10.7,1,0,10.7,10.7,10.7,10.7,7.5,73,3.15,2.86,,
4180073477,P,Reguler,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN BAHASA INGGRIS ,40,84.65,PENDIDIKAN GEOGRAFI,pil_1,10.8,10.6,1,0,10.6,10.6,10.6,10.6,7.5,72.2,3.6,3.42,,
4180073713,P,Bidik Misi,SMAN 1 CILIMUS,Kab Kuningan,Jawa Barat,MANAJEMEN,AKUNTANSI,200,81.5,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,6.3,68.5,,,,
4180073867,P,Reguler,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,40,83.14,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4,7.5,71,,,,
4180073968,L,Bidik Misi,MAN 1 SUKABUMI,Kab Sukabumi,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,244,84.3,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.8,,,,
4180073987,P,Reguler,SMAS PGRI CICURUG,Kab Sukabumi,Jawa Barat,PENDIDIKAN BIOLOGI,AKUNTANSI,52,80,Tidak Lulus,Tidak Lulus,10,10,1,0,10,10,10,10,7.5,68.5,,,,
4180074547,L,Reguler,SMAN 2 CIKARANG PUSAT,Kab Bekasi,Jawa Barat,AGROTEKNOLOGI ,Tidak Memilih,108,79,Tidak Lulus,Tidak Lulus,9.9,9.9,1,0,9.9,9.9,9.9,9.9,7.5,67.8,,,,
4180074721,P,Bidik Misi,MAS AL AZHAR,Kota Banjar,Jawa Barat,EKONOMI PEMBANGUNAN,PENDIDIKAN EKONOMI,47,84.21,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5,10,74.4,,,,
4180074759,L,Reguler,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS ,PENDIDIKAN GEOGRAFI,131,80.43,Tidak Lulus,Tidak Lulus,10.1,10.1,1,0,10.1,10.1,10.1,10.1,10.6,71,,,,
4180075027,L,Reguler,SMAN 3 KUNINGAN,Kab Kuningan,Jawa Barat,ILMU POLITIK,Tidak Memilih,219,81.12,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,6.3,68.3,,,,
4180075046,P,Bidik Misi,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,EKONOMI PEMBANGUNAN,40,85.88,Tidak Lulus,Tidak Lulus,10.9,10.7,1,0,10.7,10.7,10.7,10.7,7.5,73.1,,,,
4180485025,P,Reguler,SMAN 2 CIAMIS,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI,KESEHATAN MASYARAKAT,252,83.67,AGROTEKNOLOGI,pil_1,10.5,10.5,1,0,10.5,10.5,10.5,10.5,10,73.8,,,,
4180075457,L,Reguler,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,TEKNIK INFORMATIKA,254,79.55,Tidak Lulus,Tidak Lulus,10.2,9.9,1,0,9.9,9.9,9.9,9.9,10.6,71.5,,,,
4180075554,P,Bidik Misi,SMAN 7 GARUT,Kab Garut,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,171,83.71,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,9.4,73.3,,,,
4180075753,L,Bidik Misi,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,TEKNIK ELEKTRO ,Tidak Memilih,44,82.97,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,7.5,70.9,,,,
4180075793,P,Reguler,SMAN 1 BATUJAJAR,Kab Bandung Barat,Jawa Barat,GIZI,MANAJEMEN,190,77.34,Tidak Lulus,Tidak Lulus,9.9,9.7,1,0,9.7,9.7,9.7,9.7,6.3,65.4,,,,
4180076203,L,Reguler,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,Tidak Memilih,40,81.95,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,7.5,70.1,,,,
4180076253,P,Reguler,SMAS PGRI SALAWU,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,Tidak Memilih,28,83.49,PENDIDIKAN EKONOMI,pil_1,10.6,10.4,1,0,10.4,10.4,10.4,10.4,10.6,74.4,3.14,3.05,,
4180076274,P,Reguler,SMAN 1 JATIWARAS,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,PENDIDIKAN GEOGRAFI,77,79.38,Tidak Lulus,Tidak Lulus,10,9.9,1,0,9.9,9.9,9.9,9.9,10.6,71.3,,,,
4180076467,L,Bidik Misi,SMKS MITRA BATIK TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,63,84.23,Tidak Lulus,Tidak Lulus,10,10.5,1,0,10.5,10.5,10.5,10.5,11.3,74.9,,,,
4180077134,P,Bidik Misi,SMAN 1 CISAYONG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN SEJARAH,40,84.78,Tidak Lulus,Tidak Lulus,10.8,10.6,1,0,10.6,10.6,10.6,10.6,7.5,72.3,,,,
4180077366,P,Reguler,SMAN 1 SARIWANGI,Kab Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,AGROTEKNOLOGI ,52,82.81,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,10.6,73.8,,,,
4180077433,P,Reguler,SMAN 2 CIKARANG PUSAT,Kab Bekasi,Jawa Barat,PENDIDIKAN BIOLOGI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,108,80.38,Tidak Lulus,Tidak Lulus,10,10,1,0,10,10,10,10,7.5,68.7,,,,
4180078058,P,Bidik Misi,MAN BUNTET PESANTREN,Kota Cirebon,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,45,81.71,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,7.5,69.9,,,,
4180078543,P,Reguler,SMAS PLUS PESANTREN AMANAH MUHAMMDIYAH,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,22,83.32,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4,11.3,74.9,,,,
4180078658,P,Reguler,SMAN 1 SARIWANGI,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,AGROTEKNOLOGI ,52,83.35,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10.6,74.2,,,,
4180078802,P,Reguler,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,EKONOMI SYARIAH,131,81.16,PENDIDIKAN GEOGRAFI,pil_1,10.2,10.1,1,0,10.1,10.1,10.1,10.1,10.6,72.6,3.7,0,,
4180078816,P,Bidik Misi,SMAN 13 GARUT,Kab Garut,Jawa Barat,KESEHATAN MASYARAKAT,MANAJEMEN,184,78.44,Tidak Lulus,Tidak Lulus,10,9.8,1,0,9.8,9.8,9.8,9.8,9.4,69.4,,,,
4180078848,P,Reguler,MAN SUKAMANAH,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,PENDIDIKAN SEJARAH,131,80.23,Tidak Lulus,Tidak Lulus,10.2,10,1,0,10,10,10,10,10.6,71.9,,,,
4180078904,P,Reguler,SMAN 7 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,129,81.5,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.5,,,,
4180079020,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,183,80.03,EKONOMI PEMBANGUNAN,pil_2,10.1,10,1,0,10,10,10,10,11.3,72.4,2.82,3.05,,
4180503668,L,Reguler,MAN PANGKALAN,Kab Ciamis,Jawa Barat,AGROTEKNOLOGI,TEKNIK SIPIL,41,88.84,AGROTEKNOLOGI,pil_1,11.3,11.1,1,0,11.1,11.1,11.1,11.1,10,77.8,2.85,3.1,,
4180079635,P,Bidik Misi,SMAS PLUS INFORMATIKA,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,AGROTEKNOLOGI ,75,86.15,Tidak Lulus,Tidak Lulus,11,10.8,1,0,10.8,10.8,10.8,10.8,10,75.8,,,,
4180080372,P,Reguler,SMAN 11 KOTA TANGERANG SELATAN,Kota Tangerang Selatan,Banten,KESEHATAN MASYARAKAT,PENDIDIKAN BIOLOGI,162,83.45,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4,6.3,70,,,,
4180080411,P,Reguler,SMKS MAHADHIKA 4,Kota Jakarta Timur,DKI Jakarta,PENDIDIKAN BAHASA INGGRIS ,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,87,78.87,Tidak Lulus,Tidak Lulus,10.6,9.9,1,0,9.9,9.9,9.9,9.9,7.5,68.4,,,,
4180080525,L,Bidik Misi,SMAN 6 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI ,TEKNIK ELEKTRO ,307,80.77,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,9.4,71.1,,,,
4180080544,P,Bidik Misi,SMAN 6 CIREBON,Kota Cirebon,Jawa Barat,TEKNIK ELEKTRO ,AGRIBISNIS ,337,81.34,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,7.5,68.6,,,,
4180080689,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,ILMU POLITIK,KESEHATAN MASYARAKAT,183,80.35,ILMU POLITIK,pil_1,10.2,10,1,0,10,10,10,10,11.3,72.6,3.05,2.78,,
4180080695,P,Reguler,SMKS KESEHATAN LOGOS,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,106,82.51,Tidak Lulus,Tidak Lulus,10.2,10.3,1,0,10.3,10.3,10.3,10.3,7.5,70.2,,,,
4180080733,P,Bidik Misi,SMAN 1 CIKATOMAS,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN BAHASA INGGRIS ,126,79.86,Tidak Lulus,Tidak Lulus,10.2,10,1,0,10,10,10,10,10.6,71.7,,,,
4180080760,L,Reguler,SMAS ARIF RAHMAN HAKIM,Kota Tangerang Selatan,Banten,AGRIBISNIS ,AGROTEKNOLOGI ,58,83.48,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4,7.5,71.3,,,,
4180081162,P,Reguler,MAS AL HASANIYAH,Kab Tangerang,Banten,AKUNTANSI,MANAJEMEN,29,82.59,Tidak Lulus,Tidak Lulus,10.3,10.3,1,0,10.3,10.3,10.3,10.3,7.5,70.4,,,,
4180082333,L,Reguler,SMAN 1 KLARI,Kab Karawang,Jawa Barat,MANAJEMEN,Tidak Memilih,30,79.61,Tidak Lulus,Tidak Lulus,9.9,10,1,0,10,10,10,10,7.5,68.2,,,,
4180082589,P,Reguler,SMKN 1 CIJULANG,Kab Ciamis,Jawa Barat,ILMU POLITIK,EKONOMI SYARIAH,96,80.74,Tidak Lulus,Tidak Lulus,9.9,10.1,1,0,10.1,10.1,10.1,10.1,10,71.4,,,,
4180082620,P,Reguler,SMAN 1 CIGALONTANG,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN GEOGRAFI,47,82.87,PENDIDIKAN EKONOMI,pil_1,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10.6,73.9,3.38,3.35,,
4180082741,P,Reguler,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,PENDIDIKAN EKONOMI,109,86.1,AKUNTANSI,pil_1,10.8,10.8,1,0,10.8,10.8,10.8,10.8,11.3,76.9,3,0,,
