nomor_pendaftaran,JK,bidikmisi,Sekolah,Kabupaten,Provinsi,Pilihan 1,Pilihan 2,Ranking Sekolah,Nilai Mapel UN,Lulus pada Prodi,Lulus Pilihan,X1,X2,X3,X4,X5,X6,X7,X8,X9,XT,IP Sem 1,IP Sem 2,Predikat Semester 1,Predikat Semester 2
4180000053,P,Reguler,SMKN 1 TAMBUN SELATAN,Kab Bekasi,Jawa Barat,TEKNIK INFORMATIKA,MANAJEMEN,37,82.75,Tidak Lulus,Tidak Lulus,10.3,10.3,1,0,10.3,10.3,10.3,10.3,7.5,70.5,,,,
4180000054,L,Reguler,MAN RANCAH,Kab Ciamis,Jawa Barat,ILMU POLITIK,PENDIDIKAN LUAR SEKOLAH,50,81.03,PENDIDIKAN LUAR SEKOLAH,pil_2,10.1,10.1,1,0,10.1,10.1,10.1,10.1,10,71.7,3.5,3.74,,
4180000057,L,Reguler,SMAN 6 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN LUAR SEKOLAH,182,81.28,PENDIDIKAN GEOGRAFI,pil_1,10.4,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.4,3.6,3.25,,
4180000086,P,Reguler,SMAN 5 CIREBON,Kota Cirebon,Jawa Barat,KESEHATAN MASYARAKAT,AGRIBISNIS ,152,81.25,Tidak Lulus,Tidak Lulus,10.2,10.2,1,0,10.2,10.2,10.2,10.2,7.5,68.5,,,,
4180000137,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,MANAJEMEN,187,80.58,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,11.3,72.8,,,,
4180000187,L,Reguler,SMKS GLOBAL MULIA,Kab Bekasi,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,65,83.94,Tidak Lulus,Tidak Lulus,10.2,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.1,,,,
4180000228,P,Reguler,MAN PANGANDARAN,Kab Ciamis,Jawa Barat,MANAJEMEN,ILMU POLITIK,54,87.11,MANAJEMEN,pil_1,11,10.9,1,0,10.9,10.9,10.9,10.9,10,76.5,3.52,3.79,,
4180000249,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,187,81.82,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.7,,,,
4180000318,P,Bidik Misi,SMKN 1 GARUT,Kab Garut,Jawa Barat,EKONOMI PEMBANGUNAN,PENDIDIKAN EKONOMI,193,89.23,Tidak Lulus,Tidak Lulus,10.3,11.2,1,0,11.2,11.2,11.2,11.2,9.4,76.5,,,,
4180000411,P,Bidik Misi,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,AKUNTANSI,76,84.39,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,10.6,75,,,,
4180000434,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN GEOGRAFI,132,84.23,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75.5,,,,
4180000444,P,Bidik Misi,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,76,84.2,Tidak Lulus,Tidak Lulus,10.5,10.5,1,0,10.5,10.5,10.5,10.5,10.6,74.8,,,,
4180000453,L,Reguler,SMKS BINA NUSANTARA INFORMATIKA,Kab Bekasi,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK SIPIL ,59,80.22,Tidak Lulus,Tidak Lulus,10.5,10,1,0,10,10,10,10,7.5,69.2,,,,
4180000457,P,Reguler,MAS PERSIS CEMPAKAWARNA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,12,82.16,Tidak Lulus,Tidak Lulus,10.2,10.3,1,0,10.3,10.3,10.3,10.3,11.3,73.8,,,,
4180000461,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,EKONOMI PEMBANGUNAN,MANAJEMEN,183,80.34,Tidak Lulus,Tidak Lulus,10.1,10,1,0,10,10,10,10,11.3,72.6,,,,
4180000497,P,Reguler,SMAS TARUNA TERPADU,Kab Bogor,Jawa Barat,AGRIBISNIS ,KESEHATAN MASYARAKAT,184,86.43,Tidak Lulus,Tidak Lulus,10.9,10.8,1,0,10.8,10.8,10.8,10.8,7.5,72.4,,,,
4180000546,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,AGRIBISNIS ,149,82.96,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,11.3,73.6,,,,
4180000591,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN GEOGRAFI,132,84.15,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75.5,,,,
4180000604,P,Bidik Misi,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,149,84.12,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75.5,,,,
4180000615,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,KESEHATAN MASYARAKAT,187,82.5,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.2,,,,
4180000621,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,187,82.51,Tidak Lulus,Tidak Lulus,10.4,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180000700,P,Bidik Misi,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS ,AGROTEKNOLOGI ,69,85.28,Tidak Lulus,Tidak Lulus,10.8,10.7,1.1,0,10.7,10.7,10.7,10.7,10.6,75.8,,,,
4180014717,P,Reguler,SMAN 8 GARUT,Kab Garut,Jawa Barat,AGRIBISNIS,AGROTEKNOLOGI,168,85.45,AGRIBISNIS,pil_1,10.8,10.7,1,0,10.7,10.7,10.7,10.7,9.4,74.6,3.5,3.25,,
4180000739,P,Reguler,SMAN 1 CINEAM,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,69,82.56,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,10.6,73.7,,,,
4180000744,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,MANAJEMEN,187,81.95,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.8,,,,
4180000838,P,Reguler,SMAN 1 PARUNG KUDA,Kab Sukabumi,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,135,83.27,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,7.5,71,,,,
4180000855,L,Reguler,SMAN 12 GARUT,Kab Garut,Jawa Barat,TEKNIK SIPIL ,PENDIDIKAN MATEMATIKA,83,84.07,Tidak Lulus,Tidak Lulus,10.6,10.5,1,0,10.5,10.5,10.5,10.5,9.4,73.6,,,,
4180000888,L,Reguler,MAN PANGANDARAN,Kab Ciamis,Jawa Barat,MANAJEMEN,ILMU POLITIK,54,86.51,MANAJEMEN,pil_1,11,10.8,1,0,10.8,10.8,10.8,10.8,10,76,2.43,3.04,,
4180000949,P,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI PEMBANGUNAN,132,81.87,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.8,,,,
4180001155,P,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN SEJARAH,132,81.93,PENDIDIKAN GEOGRAFI,pil_1,10.4,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.8,3.3,3.42,,
4180001161,P,Bidik Misi,SMAN 2 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN FISIKA,277,88.78,PENDIDIKAN MATEMATIKA,pil_1,11.3,11.1,1,0,11.1,11.1,11.1,11.1,11.3,79,3.86,3.76,,
4180001283,P,Reguler,SMAN 9 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN GEOGRAFI,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,132,81.08,PENDIDIKAN GEOGRAFI,pil_1,10.3,10.1,1,0,10.1,10.1,10.1,10.1,11.3,73.2,3.3,2.92,,
4180001356,L,Reguler,SMKN 1 CIANJUR,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK ELEKTRO ,102,81.58,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,7.5,69.7,,,,
4180001367,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN BIOLOGI,187,81.1,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,11.3,73.2,,,,
4180001550,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,EKONOMI PEMBANGUNAN,187,80.28,Tidak Lulus,Tidak Lulus,10.3,10,1,0,10,10,10,10,11.3,72.7,,,,
4180001658,P,Reguler,SMAN 1 PARUNG KUDA,Kab Sukabumi,Jawa Barat,AKUNTANSI,MANAJEMEN,135,83.81,Tidak Lulus,Tidak Lulus,10.6,10.5,1.1,0,10.5,10.5,10.5,10.5,7.5,71.5,,,,
4180020885,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,Tidak Memilih,209,84.15,AGRIBISNIS,pil_1,10.7,10.5,1,0,10.5,10.5,10.5,10.5,10.6,75.8,2.5,2.15,,
4180001729,P,Bidik Misi,SMAN 17 GARUT,Kab Garut,Jawa Barat,TEKNIK ELEKTRO ,TEKNIK INFORMATIKA,166,84.75,Tidak Lulus,Tidak Lulus,10.7,10.6,1.1,0,10.6,10.6,10.6,10.6,9.4,74.1,,,,
4180001869,P,Reguler,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,Tidak Memilih,67,84.91,PENDIDIKAN MATEMATIKA,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6,10.6,75.4,3.24,2.86,,
4180024970,P,Reguler,SMAN 1 MANONJAYA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,GIZI,209,84.32,AGRIBISNIS,pil_1,10.7,10.5,1,0,10.5,10.5,10.5,10.5,10.6,74,2.6,2.3,,
4180027553,P,Reguler,SMAN 4 GARUT,Kab Garut,Jawa Barat,AGRIBISNIS,EKONOMI SYARIAH,122,85.15,AGRIBISNIS,pil_1,10.7,10.6,1,0,10.6,10.6,10.6,10.6,9.4,73.3,,,,
4180002172,P,Reguler,MAS SERBA BAKTI,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,KESEHATAN MASYARAKAT,33,82.8,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10.6,73.9,,,,
4180029168,L,Reguler,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AGRIBISNIS,143,83.86,AGRIBISNIS,pil_2,11,10.5,1,0,10.5,10.5,10.5,10.5,11.3,74.6,3.2,2.9,,
4180002560,P,Reguler,SMKN 1 KARAWANG,Kab Karawang,Jawa Barat,TEKNIK SIPIL ,Tidak Memilih,139,80.86,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.3,,,,
4180002922,P,Reguler,SMKN 4 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,MANAJEMEN,94,82.02,Tidak Lulus,Tidak Lulus,10.2,10.3,1,0,10.3,10.3,10.3,10.3,11.3,73.8,,,,
4180002960,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,40,83.29,Tidak Lulus,Tidak Lulus,10.6,10.4,1,0,10.4,10.4,10.4,10.4,10,73.6,,,,
4180002998,P,Bidik Misi,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,157,81.63,Tidak Lulus,Tidak Lulus,10.6,10.2,1,0,10.2,10.2,10.2,10.2,10,72.6,,,,
4180003113,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN FISIKA,187,80.13,PENDIDIKAN FISIKA,pil_2,10.1,10,1,0,10,10,10,10,11.3,72.4,2.53,2.67,,
4180003440,L,Reguler,MAN 2 KOTA BEKASI,Kota Bekasi,Jawa Barat,TEKNIK INFORMATIKA,Tidak Memilih,134,81.78,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,7.5,69.9,,,,
4180003549,L,Reguler,SMK MANANGGA PRATAMA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK SIPIL ,TEKNIK ELEKTRO ,123,82.31,Tidak Lulus,Tidak Lulus,10.3,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74,,,,
4180003693,P,Reguler,SMAS HUTAMA,Kota Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,TEKNIK INFORMATIKA,131,80.93,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.3,,,,
4180003726,L,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,GIZI,PENDIDIKAN FISIKA,187,81.8,PENDIDIKAN FISIKA,pil_2,10.4,10.2,1.1,0,10.2,10.2,10.2,10.2,11.3,73.8,2.68,2.71,,
4180047329,P,Reguler,SMAN 1 SINGAPARNA,Kab Tasikmalaya,Jawa Barat,AKUNTANSI,AGRIBISNIS,143,85.25,AGRIBISNIS,pil_2,10.8,10.7,1,0,10.7,10.7,10.7,10.7,10.6,74.7,3,2.05,,
4180003995,L,Bidik Misi,SMK MANANGGA PRATAMA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,TEKNIK ELEKTRO ,TEKNIK SIPIL ,123,79.92,Tidak Lulus,Tidak Lulus,10.4,10,1,0,10,10,10,10,11.3,72.6,,,,
4180004025,P,Reguler,SMAS BINA BANGSA MANDIRI,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN MATEMATIKA,12,85.2,Tidak Lulus,Tidak Lulus,10.6,10.7,1,0,10.7,10.7,10.7,10.7,7.5,72.4,,,,
4180004151,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN SEJARAH,PENDIDIKAN MATEMATIKA,183,80.11,Tidak Lulus,Tidak Lulus,10.2,10,1,0,10,10,10,10,11.3,72.5,,,,
4180004366,P,Reguler,SMKS TRI KARYA HUSADA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,EKONOMI SYARIAH,24,81.13,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,11.3,73.1,,,,
4180054389,P,Bidik Misi,SMKS BINA BANGSA,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,AGROTEKNOLOGI,39,88.98,AGRIBISNIS,pil_1,10.2,11.1,1.1,0,11.1,11.1,11.1,11.1,10.6,77.5,3.85,3.5,,
4180004446,P,Reguler,SMKS KESEHATAN KH ILYAS RUHIYAT,Kab Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,67,84.5,Tidak Lulus,Tidak Lulus,10.5,10.6,1,0,10.6,10.6,10.6,10.6,10.6,74.9,,,,
4180073470,P,Reguler,MAS BUNGURSARI,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,TEKNIK SIPIL,35,87.36,AGRIBISNIS,pil_1,11,10.9,1,0,10.9,10.9,10.9,10.9,10.6,78.1,3.8,0,,
4180005007,P,Reguler,SMKS FARMASI BINTANG HARAPAN,Kab Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,35,84.73,Tidak Lulus,Tidak Lulus,10.4,10.6,1,0,10.6,10.6,10.6,10.6,7.5,71.9,,,,
4180005145,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,GIZI,EKONOMI PEMBANGUNAN,40,81.92,Tidak Lulus,Tidak Lulus,10.4,10.2,1,0,10.2,10.2,10.2,10.2,10,72.6,,,,
4180005364,P,Reguler,SMK DUTA PRATAMA INDONESIA,Kab Tasikmalaya,Jawa Barat,MANAJEMEN,Tidak Memilih,35,84.85,Tidak Lulus,Tidak Lulus,10.4,10.6,1,0,10.6,10.6,10.6,10.6,10.6,75,,,,
4180005655,P,Reguler,MAN CIBINONG,Kab Bogor,Jawa Barat,KESEHATAN MASYARAKAT,Tidak Memilih,157,80.7,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.1,,,,
4180006251,P,Reguler,SMA NEGERI 1 SUKANAGARA,Kab Cianjur,Jawa Barat,TEKNIK INFORMATIKA,GIZI,145,80.65,Tidak Lulus,Tidak Lulus,10.3,10.1,1,0,10.1,10.1,10.1,10.1,6.3,67.9,,,,
4180006274,L,Reguler,SMAN 60 JAKARTA,Kota Jakarta Selatan,DKI Jakarta,AKUNTANSI,EKONOMI PEMBANGUNAN,105,83.95,Tidak Lulus,Tidak Lulus,10.7,10.5,1,0,10.5,10.5,10.5,10.5,7.5,71.6,,,,
4180006277,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,PENDIDIKAN EKONOMI,143,81.38,Tidak Lulus,Tidak Lulus,10.7,10.2,1,0,10.2,10.2,10.2,10.2,11.3,73.8,,,,
4180006757,P,Reguler,SMAN 3 GARUT,Kab Garut,Jawa Barat,TEKNIK SIPIL ,KESEHATAN MASYARAKAT,183,81.64,Tidak Lulus,Tidak Lulus,10.3,10.2,1,0,10.2,10.2,10.2,10.2,9.4,71.7,,,,
4180006827,P,Reguler,SMAN 3 PANDEGLANG,Kab Pandeglang,Banten,AKUNTANSI,MANAJEMEN,234,82.86,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,7.5,70.8,,,,
4180007234,P,Reguler,SMKS DAYA UTAMA KOTA BEKASI,Kota Bekasi,Jawa Barat,KESEHATAN MASYARAKAT,GIZI,64,83.44,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,7.5,71.2,,,,
4180007336,P,Reguler,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,GIZI,MANAJEMEN,187,80.86,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,11.3,73,,,,
4180007369,L,Reguler,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,MANAJEMEN,AKUNTANSI,138,83.1,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10,73.4,,,,
4180007383,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,PENDIDIKAN EKONOMI,PENDIDIKAN SEJARAH,38,85.29,Tidak Lulus,Tidak Lulus,10.7,10.7,1,0,10.7,10.7,10.7,10.7,10,75.1,,,,
4180089141,P,Reguler,SMAN 1 CIAWI,Kab Tasikmalaya,Jawa Barat,AGRIBISNIS,AGROTEKNOLOGI,236,85.42,AGRIBISNIS,pil_1,10.8,10.7,1,0,10.7,10.7,10.7,10.7,10.6,75.8,3.15,2.85,,
4180007581,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,EKONOMI SYARIAH,187,80.48,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,11.3,72.8,,,,
4180007626,P,Reguler,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN MATEMATIKA,113,85,Tidak Lulus,Tidak Lulus,10.8,10.6,1,0,10.6,10.6,10.6,10.6,10,74.9,,,,
4180007763,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,KESEHATAN MASYARAKAT,PENDIDIKAN BAHASA INGGRIS ,187,82.51,Tidak Lulus,Tidak Lulus,10.5,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.3,,,,
4180007884,L,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,EKONOMI SYARIAH,MANAJEMEN,23,83.43,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,11.3,74.8,,,,
4180007955,P,Bidik Misi,SMAN 1 CISAGA,Kab Ciamis,Jawa Barat,TEKNIK INFORMATIKA,GIZI,40,82.88,Tidak Lulus,Tidak Lulus,10.5,10.4,1,0,10.4,10.4,10.4,10.4,10,73.3,,,,
4180007965,L,Bidik Misi,SMAS PLUS NASRUL HAQ,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS ,TEKNIK SIPIL ,23,84.7,Tidak Lulus,Tidak Lulus,10.5,10.6,1,0,10.6,10.6,10.6,10.6,11.3,74.7,,,,
4180008041,P,Bidik Misi,MAS AL-ULFAH,Kab Garut,Jawa Barat,PENDIDIKAN MATEMATIKA,PENDIDIKAN EKONOMI,62,83.88,Tidak Lulus,Tidak Lulus,10.5,10.5,1,0,10.5,10.5,10.5,10.5,9.4,73.3,,,,
4180092113,L,Reguler,SMAN 3 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS,Tidak Memilih,259,83.26,AGRIBISNIS,pil_1,10.6,10.4,1,0,10.4,10.4,10.4,10.4,11.3,73.9,3.2,2.75,,
4180129151,P,Reguler,SMAN 1 PANGANDARAN,Kab Ciamis,Jawa Barat,AGRIBISNIS,EKONOMI SYARIAH,161,86.08,AGRIBISNIS,pil_1,10.9,10.8,1,0,10.8,10.8,10.8,10.8,10,74.7,2.55,2,,
4180207079,P,Reguler,SMAN 5 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AGRIBISNIS,KESEHATAN MASYARAKAT,238,84.55,AGRIBISNIS,pil_1,10.8,10.6,1,0,10.6,10.6,10.6,10.6,11.3,74.9,3.55,3.4,,
4180009368,P,Reguler,SMKN 15 JAKARTA,Kota Jakarta Selatan,DKI Jakarta,TEKNIK SIPIL ,Tidak Memilih,93,81.68,Tidak Lulus,Tidak Lulus,11.2,10.2,1,0,10.2,10.2,10.2,10.2,7.5,70.8,,,,
4180009436,L,Bidik Misi,SMAN 27 GARUT,Kab Garut,Jawa Barat,AGROTEKNOLOGI ,AGRIBISNIS ,12,83.65,Tidak Lulus,Tidak Lulus,10.5,10.5,1,0,10.5,10.5,10.5,10.5,9.4,73.2,,,,
4180009621,P,Reguler,SMKN 2 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,MANAJEMEN,67,80.98,Tidak Lulus,Tidak Lulus,10.5,10.1,1,0,10.1,10.1,10.1,10.1,11.3,73.4,,,,
4180009755,P,Bidik Misi,SMAN 8 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,PENDIDIKAN MATEMATIKA,AGROTEKNOLOGI ,187,80.78,Tidak Lulus,Tidak Lulus,10.2,10.1,1,0,10.1,10.1,10.1,10.1,11.3,72.9,,,,
4180010030,L,Bidik Misi,SMAN 1 TARAJU,Kab Tasikmalaya,Jawa Barat,PENDIDIKAN BAHASA INGGRIS ,PENDIDIKAN FISIKA,66,86,Tidak Lulus,Tidak Lulus,10.8,10.8,1.1,0,10.8,10.8,10.8,10.8,10.6,76.2,,,,
4180010181,L,Bidik Misi,SMAN 1 PURWADADI,Kab Subang,Jawa Barat,PENDIDIKAN BIOLOGI,AGROTEKNOLOGI ,208,77.13,Tidak Lulus,Tidak Lulus,9.7,9.6,1,0,9.6,9.6,9.6,9.6,7.5,66.4,,,,
4180010240,P,Reguler,SMK PENERBANGAN HASANUDDIN MAKASSAR,Kota Makassar,Sulawesi Selatan,PENDIDIKAN BAHASA INGGRIS ,Tidak Memilih,7,88.07,Tidak Lulus,Tidak Lulus,9.7,11,1,0,11,11,11,11,7.5,73.2,,,,
4180010387,P,Bidik Misi,SMKN 1 BANJAR,Kota Banjar,Jawa Barat,AKUNTANSI,PENDIDIKAN EKONOMI,157,86.08,Tidak Lulus,Tidak Lulus,9.7,10.8,1.1,0,10.8,10.8,10.8,10.8,10,74.5,,,,
4180010548,L,Bidik Misi,SMAN 1 KADUGEDE,Kab Kuningan,Jawa Barat,EKONOMI SYARIAH,EKONOMI PEMBANGUNAN,191,81.15,Tidak Lulus,Tidak Lulus,10.4,10.1,1,0,10.1,10.1,10.1,10.1,7.5,69.6,,,,
4180010634,P,Bidik Misi,SMAN 27 GARUT,Kab Garut,Jawa Barat,KESEHATAN MASYARAKAT,AGROTEKNOLOGI ,12,82.96,Tidak Lulus,Tidak Lulus,10.4,10.4,1,0,10.4,10.4,10.4,10.4,9.4,72.7,,,,
4180215462,P,Reguler,MAS FATHUL HIDAYAH,Kab Lamongan,Jawa Timur,AGRIBISNIS,KESEHATAN MASYARAKAT,42,87.67,AGRIBISNIS,pil_1,11,11,1,0,11,11,11,11,7.5,73.3,,,,
4180010727,P,Reguler,SMKS YAPSIPA TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,40,83.71,Tidak Lulus,Tidak Lulus,10.4,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75,,,,
4180010768,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,AKUNTANSI,PENDIDIKAN EKONOMI,156,84.16,Tidak Lulus,Tidak Lulus,10.4,10.5,1,0,10.5,10.5,10.5,10.5,11.3,75.3,,,,
4180010771,P,Reguler,SMAN 1 RANCAH,Kab Ciamis,Jawa Barat,PENDIDIKAN BIOLOGI,PENDIDIKAN MATEMATIKA,113,84.78,PENDIDIKAN BIOLOGI,pil_1,10.6,10.6,1,0,10.6,10.6,10.6,10.6,10,74.6,3.41,3.25,,
4180010806,L,Reguler,SMKN RAJAPOLAH,Kab Tasikmalaya,Jawa Barat,TEKNIK INFORMATIKA,TEKNIK ELEKTRO ,138,82.1,Tidak Lulus,Tidak Lulus,10.6,10.3,1,0,10.3,10.3,10.3,10.3,10.6,73.6,,,,
4180010851,P,Bidik Misi,SMKN 1 TASIKMALAYA,Kota Tasikmalaya,Jawa Barat,MANAJEMEN,AKUNTANSI,95,82.54,Tidak Lulus,Tidak Lulus,10.6,10.3,1,0,10.3,10.3,10.3,10.3,11.3,74.5,,,,
